# axis 0: x
# datapoints
6.000000e-01
6.100000e-01
6.200000e-01
6.300000e-01
6.350000e-01
6.400000e-01
6.450000e-01
6.500000e-01
6.600000e-01
6.700000e-01
6.800000e-01

# axis 1: y
# datapoints	uncor. err.
1.590667e+00	1.034976e-03
1.592667e+00	1.034936e-03
1.595267e+00	9.404474e-04
1.597733e+00	9.820422e-04
1.598867e+00	8.353284e-04
1.600467e+00	1.034958e-03
1.601333e+00	7.688238e-04
1.603267e+00	6.359858e-04
1.606600e+00	1.101477e-03
1.609667e+00	1.133362e-03
1.611800e+00	1.301299e-03

